Commodity,Country,UOM,Category,SubCategory,RowNumber,YearNum,FoodValue
"Total coffee, tea, and spices",MEXICO,Million $,Coffee,Foods,4,2019,385.3
"Total coffee, tea, and spices",VIETNAM,Million $,Coffee,Foods,5,2019,497.7
"Total coffee, tea, and spices",CANADA,Million $,Coffee,Foods,6,2019,511.0
"Total coffee, tea, and spices",INDIA,Million $,Coffee,Foods,7,2019,334.1
"Total coffee, tea, and spices",REST OF WORLD,Million $,Coffee,Foods,8,2019,3898.8
"Total coffee, tea, and spices",WORLD,Million $,Coffee,Foods,9,2019,8427.3
"Total coffee, tea, and spices",WORLD (Quantity),"1,000 mt",Coffee,Foods,10,2019,2371.9
"Coffee beans, unroasted",BRAZIL,Million $,Coffee,Foods,11,2019,1034.5
"Coffee beans, unroasted",COLOMBIA,Million $,Coffee,Foods,12,2019,1140.4
"Coffee beans, unroasted",GUATEMALA,Million $,Coffee,Foods,13,2019,316.4
"Coffee beans, unroasted",HONDURAS,Million $,Coffee,Foods,14,2019,245.8
"Coffee beans, unroasted",PERU,Million $,Coffee,Foods,15,2019,215.9
"Coffee beans, unroasted",VIETNAM,Million $,Coffee,Foods,16,2019,277.3
"Coffee beans, unroasted",REST OF WORLD,Million $,Coffee,Foods,17,2019,1388.3
"Coffee beans, unroasted",WORLD,Million $,Coffee,Foods,18,2019,4618.6
"Coffee beans, unroasted",WORLD (Quantity),"1,000 mt",Coffee,Foods,19,2019,1592.5
"Coffee, roasted and instant",SWITZERLAND,Million $,Coffee,Foods,20,2019,360.2
"Coffee, roasted and instant",CANADA,Million $,Coffee,Foods,21,2019,394.4
"Coffee, roasted and instant",ITALY,Million $,Coffee,Foods,22,2019,120.3
"Coffee, roasted and instant",COLOMBIA,Million $,Coffee,Foods,23,2019,48.1
"Coffee, roasted and instant",MEXICO,Million $,Coffee,Foods,24,2019,38.5
"Coffee, roasted and instant",REST OF WORLD,Million $,Coffee,Foods,25,2019,117.3
"Coffee, roasted and instant",WORLD,Million $,Coffee,Foods,26,2019,1078.8
"Coffee, roasted and instant",WORLD (Quantity),"1,000 mt",Coffee,Foods,27,2019,102.7
Coffee extracts and preparations,MEXICO,Million $,Coffee,Foods,28,2019,102.9
Coffee extracts and preparations,BRAZIL,Million $,Coffee,Foods,29,2019,92.9
Coffee extracts and preparations,COLOMBIA,Million $,Coffee,Foods,30,2019,70.7
Coffee extracts and preparations,NETHERLANDS,Million $,Coffee,Foods,31,2019,0.5
Coffee extracts and preparations,REST OF WORLD,Million $,Coffee,Foods,32,2019,141.4
Coffee extracts and preparations,WORLD,Million $,Coffee,Foods,33,2019,408.4
Coffee extracts and preparations,WORLD (Quantity),"1,000 mt",Coffee,Foods,34,2019,60.3
Tea and mate,JAPAN,Million $,Coffee,Foods,35,2019,62.4
Tea and mate,CHINA,Million $,Coffee,Foods,36,2019,125.2
Tea and mate,CANADA,Million $,Coffee,Foods,37,2019,96.7
Tea and mate,INDIA,Million $,Coffee,Foods,38,2019,67.6
Tea and mate,REST OF WORLD,Million $,Coffee,Foods,39,2019,309.5
Tea and mate,WORLD,Million $,Coffee,Foods,40,2019,661.4
Tea and mate,WORLD (Quantity),"1,000 mt",Coffee,Foods,41,2019,188.6
Spices,VIETNAM,Million $,Coffee,Foods,42,2019,193.5
Spices,INDIA,Million $,Coffee,Foods,43,2019,224.5
Spices,MEXICO,Million $,Coffee,Foods,44,2019,85.4
Spices,CHINA,Million $,Coffee,Foods,45,2019,167.8
Spices,INDONESIA,Million $,Coffee,Foods,46,2019,176.7
Spices,SPAIN,Million $,Coffee,Foods,47,2019,62.2
Spices,PERU,Million $,Coffee,Foods,48,2019,56.0
Spices,MADAGASCAR,Million $,Coffee,Foods,49,2019,419.1
Spices,REST OF WORLD,Million $,Coffee,Foods,50,2019,274.9
Spices,WORLD,Million $,Coffee,Foods,51,2019,1660.1
Spices,WORLD (Quantity),"1,000 mt",Coffee,Foods,52,2019,427.7
"Total coffee, tea, and spices",BRAZIL,Million $,Coffee,Foods,1,2020,1216.7
"Total coffee, tea, and spices",COLOMBIA,Million $,Coffee,Foods,2,2020,1221.8
"Total coffee, tea, and spices",SWITZERLAND,Million $,Coffee,Foods,3,2020,454.5
"Total coffee, tea, and spices",MEXICO,Million $,Coffee,Foods,4,2020,405.8
"Total coffee, tea, and spices",VIETNAM,Million $,Coffee,Foods,5,2020,511.6
"Total coffee, tea, and spices",CANADA,Million $,Coffee,Foods,6,2020,483.9
"Total coffee, tea, and spices",INDIA,Million $,Coffee,Foods,7,2020,346.9
"Total coffee, tea, and spices",REST OF WORLD,Million $,Coffee,Foods,8,2020,3705.0
"Total coffee, tea, and spices",WORLD,Million $,Coffee,Foods,9,2020,8346.2
"Total coffee, tea, and spices",WORLD (Quantity),"1,000 mt",Coffee,Foods,10,2020,2254.6
"Coffee beans, unroasted",BRAZIL,Million $,Coffee,Foods,11,2020,1045.8
"Coffee beans, unroasted",COLOMBIA,Million $,Coffee,Foods,12,2020,1065.7
"Coffee beans, unroasted",GUATEMALA,Million $,Coffee,Foods,13,2020,302.4
"Coffee beans, unroasted",HONDURAS,Million $,Coffee,Foods,14,2020,237.3
"Coffee beans, unroasted",PERU,Million $,Coffee,Foods,15,2020,216.2
"Coffee beans, unroasted",VIETNAM,Million $,Coffee,Foods,16,2020,275.3
"Coffee beans, unroasted",REST OF WORLD,Million $,Coffee,Foods,17,2020,1282.4
"Coffee beans, unroasted",WORLD,Million $,Coffee,Foods,18,2020,4425.1
"Coffee beans, unroasted",WORLD (Quantity),"1,000 mt",Coffee,Foods,19,2020,1427.7
"Coffee, roasted and instant",SWITZERLAND,Million $,Coffee,Foods,20,2020,454.0
"Coffee, roasted and instant",CANADA,Million $,Coffee,Foods,21,2020,375.2
"Coffee, roasted and instant",ITALY,Million $,Coffee,Foods,22,2020,91.1
"Coffee, roasted and instant",COLOMBIA,Million $,Coffee,Foods,23,2020,54.2
"Coffee, roasted and instant",MEXICO,Million $,Coffee,Foods,24,2020,37.7
"Coffee, roasted and instant",REST OF WORLD,Million $,Coffee,Foods,25,2020,101.5
"Coffee, roasted and instant",WORLD,Million $,Coffee,Foods,26,2020,1113.7
"Coffee, roasted and instant",WORLD (Quantity),"1,000 mt",Coffee,Foods,27,2020,97.2
Coffee extracts and preparations,MEXICO,Million $,Coffee,Foods,28,2020,103.5
Coffee extracts and preparations,BRAZIL,Million $,Coffee,Foods,29,2020,108.6
Coffee extracts and preparations,COLOMBIA,Million $,Coffee,Foods,30,2020,91.2
Coffee extracts and preparations,NETHERLANDS,Million $,Coffee,Foods,31,2020,0.7
Coffee extracts and preparations,REST OF WORLD,Million $,Coffee,Foods,32,2020,184.5
Coffee extracts and preparations,WORLD,Million $,Coffee,Foods,33,2020,488.5
Coffee extracts and preparations,WORLD (Quantity),"1,000 mt",Coffee,Foods,34,2020,70.9
Tea and mate,JAPAN,Million $,Coffee,Foods,35,2020,81.6
Tea and mate,CHINA,Million $,Coffee,Foods,36,2020,107.5
Tea and mate,CANADA,Million $,Coffee,Foods,37,2020,96.2
Tea and mate,INDIA,Million $,Coffee,Foods,38,2020,70.4
Tea and mate,REST OF WORLD,Million $,Coffee,Foods,39,2020,303.6
Tea and mate,WORLD,Million $,Coffee,Foods,40,2020,659.3
Tea and mate,WORLD (Quantity),"1,000 mt",Coffee,Foods,41,2020,181.0
Spices,VIETNAM,Million $,Coffee,Foods,42,2020,202.8
Spices,INDIA,Million $,Coffee,Foods,43,2020,240.0
Spices,MEXICO,Million $,Coffee,Foods,44,2020,93.7
Spices,CHINA,Million $,Coffee,Foods,45,2020,152.2
Spices,INDONESIA,Million $,Coffee,Foods,46,2020,175.8
Spices,SPAIN,Million $,Coffee,Foods,47,2020,76.3
Spices,PERU,Million $,Coffee,Foods,48,2020,82.7
Spices,MADAGASCAR,Million $,Coffee,Foods,49,2020,288.9
Spices,REST OF WORLD,Million $,Coffee,Foods,50,2020,347.2
Spices,WORLD,Million $,Coffee,Foods,51,2020,1659.6
Spices,WORLD (Quantity),"1,000 mt",Coffee,Foods,52,2020,477.7
"Total coffee, tea, and spices",BRAZIL,Million $,Coffee,Foods,1,2021,1378.7
"Total coffee, tea, and spices",COLOMBIA,Million $,Coffee,Foods,2,2021,1485.3
"Total coffee, tea, and spices",SWITZERLAND,Million $,Coffee,Foods,3,2021,790.9
"Total coffee, tea, and spices",MEXICO,Million $,Coffee,Foods,4,2021,487.0
"Total coffee, tea, and spices",VIETNAM,Million $,Coffee,Foods,5,2021,602.8
"Total coffee, tea, and spices",CANADA,Million $,Coffee,Foods,6,2021,533.9
"Total coffee, tea, and spices",INDIA,Million $,Coffee,Foods,7,2021,449.6
"Total coffee, tea, and spices",REST OF WORLD,Million $,Coffee,Foods,8,2021,4091.0
"Total coffee, tea, and spices",WORLD,Million $,Coffee,Foods,9,2021,9819.2
"Total coffee, tea, and spices",WORLD (Quantity),"1,000 mt",Coffee,Foods,10,2021,2344.6
"Coffee beans, unroasted",BRAZIL,Million $,Coffee,Foods,11,2021,1222.5
"Coffee beans, unroasted",COLOMBIA,Million $,Coffee,Foods,12,2021,1309.8
"Coffee beans, unroasted",GUATEMALA,Million $,Coffee,Foods,13,2021,410.8
"Coffee beans, unroasted",HONDURAS,Million $,Coffee,Foods,14,2021,381.5
"Coffee beans, unroasted",PERU,Million $,Coffee,Foods,15,2021,182.4
"Coffee beans, unroasted",VIETNAM,Million $,Coffee,Foods,16,2021,263.0
"Coffee beans, unroasted",REST OF WORLD,Million $,Coffee,Foods,17,2021,1423.5
"Coffee beans, unroasted",WORLD,Million $,Coffee,Foods,18,2021,5193.5
"Coffee beans, unroasted",WORLD (Quantity),"1,000 mt",Coffee,Foods,19,2021,1469.4
"Coffee, roasted and instant",SWITZERLAND,Million $,Coffee,Foods,20,2021,790.0
"Coffee, roasted and instant",CANADA,Million $,Coffee,Foods,21,2021,441.3
"Coffee, roasted and instant",ITALY,Million $,Coffee,Foods,22,2021,125.4
"Coffee, roasted and instant",COLOMBIA,Million $,Coffee,Foods,23,2021,55.0
"Coffee, roasted and instant",MEXICO,Million $,Coffee,Foods,24,2021,44.4
"Coffee, roasted and instant",REST OF WORLD,Million $,Coffee,Foods,25,2021,102.6
"Coffee, roasted and instant",WORLD,Million $,Coffee,Foods,26,2021,1558.7
"Coffee, roasted and instant",WORLD (Quantity),"1,000 mt",Coffee,Foods,27,2021,109.8
Coffee extracts and preparations,MEXICO,Million $,Coffee,Foods,28,2021,100.4
Coffee extracts and preparations,BRAZIL,Million $,Coffee,Foods,29,2021,95.8
Coffee extracts and preparations,COLOMBIA,Million $,Coffee,Foods,30,2021,109.3
Coffee extracts and preparations,NETHERLANDS,Million $,Coffee,Foods,31,2021,7.0
Coffee extracts and preparations,REST OF WORLD,Million $,Coffee,Foods,32,2021,179.5
Coffee extracts and preparations,WORLD,Million $,Coffee,Foods,33,2021,492.0
Coffee extracts and preparations,WORLD (Quantity),"1,000 mt",Coffee,Foods,34,2021,66.9
Tea and mate,JAPAN,Million $,Coffee,Foods,35,2021,95.0
Tea and mate,CHINA,Million $,Coffee,Foods,36,2021,111.6
Tea and mate,CANADA,Million $,Coffee,Foods,37,2021,81.0
Tea and mate,INDIA,Million $,Coffee,Foods,38,2021,85.0
Tea and mate,REST OF WORLD,Million $,Coffee,Foods,39,2021,346.7
Tea and mate,WORLD,Million $,Coffee,Foods,40,2021,719.3
Tea and mate,WORLD (Quantity),"1,000 mt",Coffee,Foods,41,2021,186.9
Spices,VIETNAM,Million $,Coffee,Foods,42,2021,298.3
Spices,INDIA,Million $,Coffee,Foods,43,2021,311.7
Spices,MEXICO,Million $,Coffee,Foods,44,2021,102.0
Spices,CHINA,Million $,Coffee,Foods,45,2021,152.6
Spices,INDONESIA,Million $,Coffee,Foods,46,2021,180.9
Spices,SPAIN,Million $,Coffee,Foods,47,2021,94.5
Spices,PERU,Million $,Coffee,Foods,48,2021,88.7
Spices,MADAGASCAR,Million $,Coffee,Foods,49,2021,255.5
Spices,REST OF WORLD,Million $,Coffee,Foods,50,2021,371.5
Spices,WORLD,Million $,Coffee,Foods,51,2021,1855.7
Spices,WORLD (Quantity),"1,000 mt",Coffee,Foods,52,2021,511.6
"Total coffee, tea, and spices",BRAZIL,Million $,Coffee,Foods,1,2022,2266.7
"Total coffee, tea, and spices",COLOMBIA,Million $,Coffee,Foods,2,2022,2132.0
"Total coffee, tea, and spices",SWITZERLAND,Million $,Coffee,Foods,3,2022,854.1
"Total coffee, tea, and spices",MEXICO,Million $,Coffee,Foods,4,2022,729.9
"Total coffee, tea, and spices",VIETNAM,Million $,Coffee,Foods,5,2022,765.3
"Total coffee, tea, and spices",CANADA,Million $,Coffee,Foods,6,2022,716.4
"Total coffee, tea, and spices",INDIA,Million $,Coffee,Foods,7,2022,438.0
"Total coffee, tea, and spices",REST OF WORLD,Million $,Coffee,Foods,8,2022,5077.5
"Total coffee, tea, and spices",WORLD,Million $,Coffee,Foods,9,2022,12979.9
"Total coffee, tea, and spices",WORLD (Quantity),"1,000 mt",Coffee,Foods,10,2022,2413.7
"Coffee beans, unroasted",BRAZIL,Million $,Coffee,Foods,11,2022,2051.5
"Coffee beans, unroasted",COLOMBIA,Million $,Coffee,Foods,12,2022,1849.8
"Coffee beans, unroasted",GUATEMALA,Million $,Coffee,Foods,13,2022,536.5
"Coffee beans, unroasted",HONDURAS,Million $,Coffee,Foods,14,2022,396.5
"Coffee beans, unroasted",PERU,Million $,Coffee,Foods,15,2022,355.5
"Coffee beans, unroasted",VIETNAM,Million $,Coffee,Foods,16,2022,322.7
"Coffee beans, unroasted",REST OF WORLD,Million $,Coffee,Foods,17,2022,2101.1
"Coffee beans, unroasted",WORLD,Million $,Coffee,Foods,18,2022,7613.6
"Coffee beans, unroasted",WORLD (Quantity),"1,000 mt",Coffee,Foods,19,2022,1512.7
"Coffee, roasted and instant",SWITZERLAND,Million $,Coffee,Foods,20,2022,851.9
"Coffee, roasted and instant",CANADA,Million $,Coffee,Foods,21,2022,613.9
"Coffee, roasted and instant",ITALY,Million $,Coffee,Foods,22,2022,136.5
"Coffee, roasted and instant",COLOMBIA,Million $,Coffee,Foods,23,2022,81.3
"Coffee, roasted and instant",MEXICO,Million $,Coffee,Foods,24,2022,32.3
"Coffee, roasted and instant",REST OF WORLD,Million $,Coffee,Foods,25,2022,138.7
"Coffee, roasted and instant",WORLD,Million $,Coffee,Foods,26,2022,1854.6
"Coffee, roasted and instant",WORLD (Quantity),"1,000 mt",Coffee,Foods,27,2022,112.3
Coffee extracts and preparations,MEXICO,Million $,Coffee,Foods,28,2022,138.7
Coffee extracts and preparations,BRAZIL,Million $,Coffee,Foods,29,2022,150.5
Coffee extracts and preparations,COLOMBIA,Million $,Coffee,Foods,30,2022,190.2
Coffee extracts and preparations,NETHERLANDS,Million $,Coffee,Foods,31,2022,52.6
Coffee extracts and preparations,REST OF WORLD,Million $,Coffee,Foods,32,2022,235.4
Coffee extracts and preparations,WORLD,Million $,Coffee,Foods,33,2022,767.4
Coffee extracts and preparations,WORLD (Quantity),"1,000 mt",Coffee,Foods,34,2022,89.1
Tea and mate,JAPAN,Million $,Coffee,Foods,35,2022,84.7
Tea and mate,CHINA,Million $,Coffee,Foods,36,2022,115.8
Tea and mate,CANADA,Million $,Coffee,Foods,37,2022,88.5
Tea and mate,INDIA,Million $,Coffee,Foods,38,2022,82.9
Tea and mate,REST OF WORLD,Million $,Coffee,Foods,39,2022,382.5
Tea and mate,WORLD,Million $,Coffee,Foods,40,2022,754.4
Tea and mate,WORLD (Quantity),"1,000 mt",Coffee,Foods,41,2022,199.7
Spices,VIETNAM,Million $,Coffee,Foods,42,2022,390.8
Spices,INDIA,Million $,Coffee,Foods,43,2022,285.9
Spices,MEXICO,Million $,Coffee,Foods,44,2022,105.4
Spices,CHINA,Million $,Coffee,Foods,45,2022,153.6
Spices,INDONESIA,Million $,Coffee,Foods,46,2022,174.8
Spices,SPAIN,Million $,Coffee,Foods,47,2022,119.3
Spices,PERU,Million $,Coffee,Foods,48,2022,96.5
Spices,MADAGASCAR,Million $,Coffee,Foods,49,2022,286.5
Spices,REST OF WORLD,Million $,Coffee,Foods,50,2022,377.2
Spices,WORLD,Million $,Coffee,Foods,51,2022,1990.0
Spices,WORLD (Quantity),"1,000 mt",Coffee,Foods,52,2022,499.9
"Total coffee, tea, and spices",BRAZIL,Million $,Coffee,Foods,1,2023,1541.4
"Total coffee, tea, and spices",COLOMBIA,Million $,Coffee,Foods,2,2023,1560.8
"Total coffee, tea, and spices",SWITZERLAND,Million $,Coffee,Foods,3,2023,1123.4
"Total coffee, tea, and spices",MEXICO,Million $,Coffee,Foods,4,2023,727.9
"Total coffee, tea, and spices",VIETNAM,Million $,Coffee,Foods,5,2023,683.0
"Total coffee, tea, and spices",CANADA,Million $,Coffee,Foods,6,2023,673.0
"Total coffee, tea, and spices",INDIA,Million $,Coffee,Foods,7,2023,446.8
"Total coffee, tea, and spices",REST OF WORLD,Million $,Coffee,Foods,8,2023,4519.3
"Total coffee, tea, and spices",WORLD,Million $,Coffee,Foods,9,2023,11275.6
"Total coffee, tea, and spices",WORLD (Quantity),"1,000 mt",Coffee,Foods,10,2023,2129.9
"Coffee beans, unroasted",BRAZIL,Million $,Coffee,Foods,11,2023,1347.5
"Coffee beans, unroasted",COLOMBIA,Million $,Coffee,Foods,12,2023,1311.5
"Coffee beans, unroasted",GUATEMALA,Million $,Coffee,Foods,13,2023,456.7
"Coffee beans, unroasted",HONDURAS,Million $,Coffee,Foods,14,2023,462.1
"Coffee beans, unroasted",PERU,Million $,Coffee,Foods,15,2023,261.2
"Coffee beans, unroasted",VIETNAM,Million $,Coffee,Foods,16,2023,344.1
"Coffee beans, unroasted",REST OF WORLD,Million $,Coffee,Foods,17,2023,1741.2
"Coffee beans, unroasted",WORLD,Million $,Coffee,Foods,18,2023,5924.3
"Coffee beans, unroasted",WORLD (Quantity),"1,000 mt",Coffee,Foods,19,2023,1276.0
"Coffee, roasted and instant",SWITZERLAND,Million $,Coffee,Foods,20,2023,1120.3
"Coffee, roasted and instant",CANADA,Million $,Coffee,Foods,21,2023,564.0
"Coffee, roasted and instant",ITALY,Million $,Coffee,Foods,22,2023,136.1
"Coffee, roasted and instant",COLOMBIA,Million $,Coffee,Foods,23,2023,67.6
"Coffee, roasted and instant",MEXICO,Million $,Coffee,Foods,24,2023,50.5
"Coffee, roasted and instant",REST OF WORLD,Million $,Coffee,Foods,25,2023,133.5
"Coffee, roasted and instant",WORLD,Million $,Coffee,Foods,26,2023,2072.0
"Coffee, roasted and instant",WORLD (Quantity),"1,000 mt",Coffee,Foods,27,2023,113.0
Coffee extracts and preparations,MEXICO,Million $,Coffee,Foods,28,2023,190.7
Coffee extracts and preparations,BRAZIL,Million $,Coffee,Foods,29,2023,149.0
Coffee extracts and preparations,COLOMBIA,Million $,Coffee,Foods,30,2023,172.1
Coffee extracts and preparations,NETHERLANDS,Million $,Coffee,Foods,31,2023,44.4
Coffee extracts and preparations,REST OF WORLD,Million $,Coffee,Foods,32,2023,221.1
Coffee extracts and preparations,WORLD,Million $,Coffee,Foods,33,2023,777.3
Coffee extracts and preparations,WORLD (Quantity),"1,000 mt",Coffee,Foods,34,2023,76.7
Tea and mate,JAPAN,Million $,Coffee,Foods,35,2023,108.2
Tea and mate,CHINA,Million $,Coffee,Foods,36,2023,98.1
Tea and mate,CANADA,Million $,Coffee,Foods,37,2023,92.2
Tea and mate,INDIA,Million $,Coffee,Foods,38,2023,71.8
Tea and mate,REST OF WORLD,Million $,Coffee,Foods,39,2023,371.1
Tea and mate,WORLD,Million $,Coffee,Foods,40,2023,741.4
Tea and mate,WORLD (Quantity),"1,000 mt",Coffee,Foods,41,2023,182.6
Spices,VIETNAM,Million $,Coffee,Foods,42,2023,298.9
Spices,INDIA,Million $,Coffee,Foods,43,2023,304.4
Spices,MEXICO,Million $,Coffee,Foods,44,2023,139.4
Spices,CHINA,Million $,Coffee,Foods,45,2023,165.7
Spices,INDONESIA,Million $,Coffee,Foods,46,2023,116.5
Spices,SPAIN,Million $,Coffee,Foods,47,2023,133.7
Spices,PERU,Million $,Coffee,Foods,48,2023,124.4
Spices,MADAGASCAR,Million $,Coffee,Foods,49,2023,150.7
Spices,REST OF WORLD,Million $,Coffee,Foods,50,2023,326.9
Spices,WORLD,Million $,Coffee,Foods,51,2023,1760.6
Spices,WORLD (Quantity),"1,000 mt",Coffee,Foods,52,2023,481.5
"Total coffee, tea, and spices",BRAZIL,Million $,Coffee,Foods,1,2024,2182.4
"Total coffee, tea, and spices",COLOMBIA,Million $,Coffee,Foods,2,2024,1611.3
"Total coffee, tea, and spices",SWITZERLAND,Million $,Coffee,Foods,3,2024,1181.7
"Total coffee, tea, and spices",MEXICO,Million $,Coffee,Foods,4,2024,927.8
"Total coffee, tea, and spices",VIETNAM,Million $,Coffee,Foods,5,2024,874.2
"Total coffee, tea, and spices",CANADA,Million $,Coffee,Foods,6,2024,695.8
"Total coffee, tea, and spices",INDIA,Million $,Coffee,Foods,7,2024,521.3
"Total coffee, tea, and spices",REST OF WORLD,Million $,Coffee,Foods,8,2024,4687.7
"Total coffee, tea, and spices",WORLD,Million $,Coffee,Foods,9,2024,12682.2
"Total coffee, tea, and spices",WORLD (Quantity),"1,000 mt",Coffee,Foods,10,2024,2297.2
"Coffee beans, unroasted",BRAZIL,Million $,Coffee,Foods,11,2024,1956.9
"Coffee beans, unroasted",COLOMBIA,Million $,Coffee,Foods,12,2024,1414.5
"Coffee beans, unroasted",GUATEMALA,Million $,Coffee,Foods,13,2024,435.4
"Coffee beans, unroasted",HONDURAS,Million $,Coffee,Foods,14,2024,422.1
"Coffee beans, unroasted",PERU,Million $,Coffee,Foods,15,2024,367.6
"Coffee beans, unroasted",VIETNAM,Million $,Coffee,Foods,16,2024,347.2
"Coffee beans, unroasted",REST OF WORLD,Million $,Coffee,Foods,17,2024,1690.2
"Coffee beans, unroasted",WORLD,Million $,Coffee,Foods,18,2024,6633.9
"Coffee beans, unroasted",WORLD (Quantity),"1,000 mt",Coffee,Foods,19,2024,1347.8
"Coffee, roasted and instant",SWITZERLAND,Million $,Coffee,Foods,20,2024,1177.3
"Coffee, roasted and instant",CANADA,Million $,Coffee,Foods,21,2024,578.3
"Coffee, roasted and instant",ITALY,Million $,Coffee,Foods,22,2024,157.9
"Coffee, roasted and instant",COLOMBIA,Million $,Coffee,Foods,23,2024,68.9
"Coffee, roasted and instant",MEXICO,Million $,Coffee,Foods,24,2024,44.1
"Coffee, roasted and instant",REST OF WORLD,Million $,Coffee,Foods,25,2024,168.7
"Coffee, roasted and instant",WORLD,Million $,Coffee,Foods,26,2024,2195.2
"Coffee, roasted and instant",WORLD (Quantity),"1,000 mt",Coffee,Foods,27,2024,128.8
Coffee extracts and preparations,MEXICO,Million $,Coffee,Foods,28,2024,406.8
Coffee extracts and preparations,BRAZIL,Million $,Coffee,Foods,29,2024,171.4
Coffee extracts and preparations,COLOMBIA,Million $,Coffee,Foods,30,2024,117.6
Coffee extracts and preparations,NETHERLANDS,Million $,Coffee,Foods,31,2024,59.3
Coffee extracts and preparations,REST OF WORLD,Million $,Coffee,Foods,32,2024,272.2
Coffee extracts and preparations,WORLD,Million $,Coffee,Foods,33,2024,1027.3
Coffee extracts and preparations,WORLD (Quantity),"1,000 mt",Coffee,Foods,34,2024,92.0
Tea and mate,JAPAN,Million $,Coffee,Foods,35,2024,114.3
Tea and mate,CHINA,Million $,Coffee,Foods,36,2024,108.1
Tea and mate,CANADA,Million $,Coffee,Foods,37,2024,99.8
Tea and mate,INDIA,Million $,Coffee,Foods,38,2024,88.4
Tea and mate,REST OF WORLD,Million $,Coffee,Foods,39,2024,384.9
Tea and mate,WORLD,Million $,Coffee,Foods,40,2024,795.5
Tea and mate,WORLD (Quantity),"1,000 mt",Coffee,Foods,41,2024,192.3
Spices,VIETNAM,Million $,Coffee,Foods,42,2024,472.2
Spices,INDIA,Million $,Coffee,Foods,43,2024,358.7
Spices,MEXICO,Million $,Coffee,Foods,44,2024,171.4
Spices,CHINA,Million $,Coffee,Foods,45,2024,170.4
Spices,INDONESIA,Million $,Coffee,Foods,46,2024,143.1
Spices,SPAIN,Million $,Coffee,Foods,47,2024,134.3
Spices,PERU,Million $,Coffee,Foods,48,2024,126.7
Spices,MADAGASCAR,Million $,Coffee,Foods,49,2024,107.9
Spices,REST OF WORLD,Million $,Coffee,Foods,50,2024,345.5
Spices,WORLD,Million $,Coffee,Foods,51,2024,2030.2
Spices,WORLD (Quantity),"1,000 mt",Coffee,Foods,52,2024,536.2
